web-scraper-order,web-scraper-start-url,title,air_date,rating,score,description,image-src
"1708596369-1393","https://www.imdb.com/search/title/?title_type=tv_series","1343. Mr. Queen","2020–2021","TV-MA","8.6 (10K)","When a modern day chef gets trapped in the body of a queen in the Joseon era, chaos ensues.","https://m.media-amazon.com/images/M/MV5BODc2MmI5ODAtOWI0Zi00ZGY4LTgxZjgtYzY0NWVhMDVmMWY2XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-1394","https://www.imdb.com/search/title/?title_type=tv_series","1344. Dr. Stone","2019–","TV-14","8.1 (27K)","Awakened into a world where humanity has been petrified, scientific genius Senku and his brawny friend Taiju use their skills to rebuild civilization.","https://m.media-amazon.com/images/M/MV5BYmU2MzEyMjAtOTQ5Yy00NGMxLTg0NmItMTQ0ZTM5OGY0NjUzXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1395","https://www.imdb.com/search/title/?title_type=tv_series","1345. Ben 10: Omniverse","2012–2014","TV-Y7","6.3 (7.3K)","The continuing adventures of Ben Tennyson (Yuri Lowenthal) and his new partner, Rook Blonko (Bumper Robinson).","https://m.media-amazon.com/images/M/MV5BMzcwODRkZGMtZGZlNC00MGU0LTkxOGUtYzc0YmU1N2MzY2IzXkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1396","https://www.imdb.com/search/title/?title_type=tv_series","1346. Wu-Tang: An American Saga","2019–2023","TV-MA","8.3 (11K)","The show tracks the Wu Tang Clan's formation, a vision of Bobby Diggs, who strives to unite a dozen young Black men who are torn between music and crime but eventually rise to become the unlikeliest of American success stories.","https://m.media-amazon.com/images/M/MV5BZDIyZmI4MzctY2RjOC00OTg3LTg5ZTYtYzA1OTQ1NTk5YjMzXkEyXkFqcGdeQXVyMjUwMjUzNDQ@._V1_QL75_UY207_CR16,0,140,207_.jpg"
"1708596369-1397","https://www.imdb.com/search/title/?title_type=tv_series","1347. Alex Rider","2020–","TV-14","7.5 (16K)","Alex Rider is an ordinary teenager enlisted to work on behalf of MI6, where he uses skills he didn't know he had to become an extraordinary spy.","https://m.media-amazon.com/images/M/MV5BNDJlMTg4ZWUtMDgxYS00ZmMzLTgxOGQtNTUzOWQ3MzRhODdlXkEyXkFqcGdeQXVyMzQ0NTk5NzU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1398","https://www.imdb.com/search/title/?title_type=tv_series","1348. Yarin Yokmus Gibi","2024–","","8.8 (1.2K)","A Political Journalist is assigned to interview a successful and well known actress. The journalist feels the assignment is deeming and is not happy about the assignment. They meet for the interview at a popular restaurant and things do not go well. The actress senses the interviewer is being standoffish as the evening progress, the interviewer and the actress take jabs at each other. The interview ends on a bad note, events unfold and this leads to the journalist going to the actress home. as the evening progress, the journalist and the actress play cat and mouse mind games, each of them confides personal information about themselves enough to intrigue, the other. This series is a psychological thriller with many twist of events, a must see if you are looking for an out of the ordinary story. I cannot relate further information without giving away spoiler. This is a good miniseries. I enjoyed both lead actors they were brilliant.","https://m.media-amazon.com/images/M/MV5BMGQyYmU0MWUtMzY4NS00MjgyLThjNjktMTJlZjcxODZiMWZkXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-1399","https://www.imdb.com/search/title/?title_type=tv_series","1349. The Addams Family","1964–1966","TV-G","8.0 (22K)","The misadventures of a blissfully macabre but extremely loving family.","https://m.media-amazon.com/images/M/MV5BMTA5MmM4ZmYtMWE4My00OGUzLWE0ZDQtNGE5Mjc3ZWM0Y2Q1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY207_CR4,0,140,207_.jpg"
"1708596369-1400","https://www.imdb.com/search/title/?title_type=tv_series","1350. The Great North","2021–","TV-14","6.8 (5.4K)","The adventures of a single dad and his weird Alaskan family.","https://m.media-amazon.com/images/M/MV5BZGI1NDg3NjItZGM2ZC00YWNkLTk1ZjUtYTc2N2MwOGRlZTJhXkEyXkFqcGdeQXVyODQ4MjU1MDk@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1401","https://www.imdb.com/search/title/?title_type=tv_series","1351. El Chapo","2017–2018","TV-MA","7.8 (20K)","A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power during the '90s as the head of the Sinaloa Cartel and his ultimate downfall in 2016.","https://m.media-amazon.com/images/M/MV5BZjlhNjE5MTktMjk3Mi00MWE5LTkyMjEtOTQ2N2RkZjg3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR4,0,140,207_.jpg"
"1708596369-1402","https://www.imdb.com/search/title/?title_type=tv_series","1352. All Rise","2019–2023","TV-PG","7.0 (6.1K)","A look at the personal and professional lives of the judges, lawyers, clerks, bailiffs and cops who work at an L.A. County courthouse.","https://m.media-amazon.com/images/M/MV5BYzBkN2E2Y2MtMjk1NS00YzMzLWJjODItYzFhYWE1Y2U1Yzk5XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1403","https://www.imdb.com/search/title/?title_type=tv_series","1353. Kitchen Nightmares","2007–2023","TV-14","7.5 (14K)","Gordon Ramsay visits struggling restaurants across America and spends one week trying to help them become successful.","https://m.media-amazon.com/images/M/MV5BZWVmY2E5NmQtMTk2Ny00YTdlLWIxY2MtNDdjNGY4ZDYwZDU0XkEyXkFqcGdeQXVyODk4Nzg5NjE@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"1708596369-1404","https://www.imdb.com/search/title/?title_type=tv_series","1354. C*A*U*G*H*T","2023–","","5.1 (586)","Four Australian soldiers sent on a mission to a war-torn country are captured by freedom fighters and produce a hostage video that goes viral.","https://m.media-amazon.com/images/M/MV5BZmVkYTc3ZWEtMTZjNS00MWIwLThhNjMtMjA2NGRhMzVmNTJmXkEyXkFqcGdeQXVyNTUzMDkwNDg@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1405","https://www.imdb.com/search/title/?title_type=tv_series","1355. The Mary Tyler Moore Show","1970–1977","TV-PG","8.3 (10K)","The lives and trials of a young single woman and her friends, both at work and at home.","https://m.media-amazon.com/images/M/MV5BNjk1MTM0YTEtMTNlZC00MmNmLWI0NWEtNDZhNDc3MmY3M2YxXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1406","https://www.imdb.com/search/title/?title_type=tv_series","1356. Rookie Blue","2010–2015","TV-14","7.7 (18K)","Andy McNally and her friends are out of the academy and must adjust to the challenging life of a police officer at the 15th Division in Toronto.","https://m.media-amazon.com/images/M/MV5BY2I3YjIyNzItYTVkNy00MmRiLTljNTYtZjYzZGNiOTVlNWQzXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1407","https://www.imdb.com/search/title/?title_type=tv_series","1357. Forbrydelsen","2007–2012","TV-MA","8.4 (30K)","Police detective Sarah Lund investigates difficult cases with personal and political consequences.","https://m.media-amazon.com/images/M/MV5BNDUxY2U0OWMtYzJjYy00MWMzLWI1ZWQtODc1YTZmOGFlYjI0XkEyXkFqcGdeQXVyMTk5OTk3MzQ@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1408","https://www.imdb.com/search/title/?title_type=tv_series","1358. Gold Rush","2010–","TV-14","7.3 (5.4K)","A reality TV show that follows crews mining the gold placer deposits of the Yukon Territory.","https://m.media-amazon.com/images/M/MV5BZjVmNDFjNTYtOWE3Ni00ODY3LWJkNmQtMDBiMzZkZjkyNTMzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1409","https://www.imdb.com/search/title/?title_type=tv_series","1359. La Reina del Sur","2011–","TV-MA","7.8 (3.4K)","Teresa Mendoza returns to Mexico after 8 years to fight with Mexican drug dealers.","https://m.media-amazon.com/images/M/MV5BMjI2ZjRmMWYtNzcyMy00ZGUyLWE0YTUtMmNjMjY2MGMyOTgyXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UY207_CR7,0,140,207_.jpg"
"1708596369-1410","https://www.imdb.com/search/title/?title_type=tv_series","1360. The Split","2018–2022","TV-MA","7.9 (10K)","The Defoes, a family of female divorce lawyers, are forced to face their past following the return of their estranged father after a 30-year absence.","https://m.media-amazon.com/images/M/MV5BODhhNzhmNDYtMTQyYy00NjMzLWJkNTMtZDc1YjZmZDE4NTM4XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1411","https://www.imdb.com/search/title/?title_type=tv_series","1361. Space Force","2020–2022","TV-MA","6.7 (70K)","The people tasked with creating a sixth branch of the armed services: The Space Force.","https://m.media-amazon.com/images/M/MV5BZTFiNjdjZTEtZWMwNy00NGQ5LWE4ZWQtZjI2YTI3MzMwMGIyXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1412","https://www.imdb.com/search/title/?title_type=tv_series","1362. Family Secrets","2021–","","8.3 (5.1K)","Follows how a fearless lawyer and a renowned prosecutor meet during a crime investigation.","https://m.media-amazon.com/images/M/MV5BYTE0ZTk3YmItOGM0MS00MWRmLTkzOTYtZTM5N2VkMWE4ZGM2XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-1413","https://www.imdb.com/search/title/?title_type=tv_series","1363. Siren","2018–2020","TV-PG","7.0 (16K)","A coastal town known for its legend of once being home to mermaids is turned upside down when a mysterious girl appears and begins wreaking havoc.","https://m.media-amazon.com/images/M/MV5BMjFmYjFmMDgtNjk1Zi00NTc2LWIwOGEtZWIxYTdmMWVmYWVkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg"
"1708596369-1414","https://www.imdb.com/search/title/?title_type=tv_series","1364. The Suite Life of Zack & Cody","2005–2008","TV-G","6.6 (40K)","Comedy about identical twins living at the Tipton Hotel with their single mother who is a lounge singer at the hotel.","https://m.media-amazon.com/images/M/MV5BMDEyM2IwOTktZGVmYi00ZTljLTlhYzctM2Q0OTk4YzhlOGYxXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1415","https://www.imdb.com/search/title/?title_type=tv_series","1365. Inside Job","2021–2022","TV-MA","7.7 (30K)","For employees of the Deep State, conspiracies aren't just theories, they're fact. And keeping them a secret is a full-time job.","https://m.media-amazon.com/images/M/MV5BZTg5YjE1YzktYjRmZC00Y2VjLThiMDItOTcwODRhMjRjZDQ1XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-1416","https://www.imdb.com/search/title/?title_type=tv_series","1366. Justice League Unlimited","2004–2006","TV-Y7-FV","8.7 (20K)","A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.","https://m.media-amazon.com/images/M/MV5BYzgwNjUzNGMtMGI0Zi00NGM3LTkxZDQtNzdmZmRiOTU4YzllXkEyXkFqcGdeQXVyODA4OTIyMzY@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1417","https://www.imdb.com/search/title/?title_type=tv_series","1367. The Power","2023–","TV-14","6.6 (9K)","Based on the New York Times bestseller, The Power is our world, but for one twist of nature. Suddenly, women develop a mysterious new ability to electrocute at will, leading to an extraordinary global reversal of the power balance","https://m.media-amazon.com/images/M/MV5BZGQzODIyNWItZTVmZS00OWJjLThkOTItNjMzNmI4MDU1ZTkzXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1418","https://www.imdb.com/search/title/?title_type=tv_series","1368. Kung Fu","1972–1975","TV-PG","7.6 (7.1K)","The adventures of Shaolin Monk Kwai Chang Caine as he wanders the American West armed only with his skill in Kung Fu.","https://m.media-amazon.com/images/M/MV5BMjNkMzUxODYtZjIzOS00NTczLTk4NmQtMmY3ZjRiZDIyMWM5XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1419","https://www.imdb.com/search/title/?title_type=tv_series","1369. Animal Control","2023–","TV-PG","6.6 (3.5K)","A group of animal control workers begin to see their lives complicated by humans and not so much by animals.","https://m.media-amazon.com/images/M/MV5BMzRkZmNlNDAtNDgxZS00NWZhLTk1NDUtZTkyYmQ5MjAxNjI2XkEyXkFqcGdeQXVyNzI4MDQ4MDM@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1420","https://www.imdb.com/search/title/?title_type=tv_series","1370. Karmma Calling","2024–","","5.8 (536)","An emotionally troubled young woman sets out to exact revenge against the people who wronged her father.","https://m.media-amazon.com/images/M/MV5BZGQxOWM5M2QtNDIzMC00OWNhLWJkYzMtOTg2MzU0YjY0NTM2XkEyXkFqcGdeQXVyMzgzMTU4NjM@._V1_QL75_UX140_CR0,16,140,207_.jpg"
"1708596369-1421","https://www.imdb.com/search/title/?title_type=tv_series","1371. Master of None","2015–2021","TV-MA","8.2 (76K)","The personal and professional life of Dev, a 30-year-old actor in New York.","https://m.media-amazon.com/images/M/MV5BMjI1MDgyMTMwMF5BMl5BanBnXkFtZTgwMDU5MzAxNzE@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1422","https://www.imdb.com/search/title/?title_type=tv_series","1372. High School DxD","2012–2018","TV-MA","7.6 (13K)","After being killed on his first date, idiotic and perverted Issei Hyodo is resurrected as a demon by Rias Gremory only to be recruited into her club of high-class devils.","https://m.media-amazon.com/images/M/MV5BYjhlYWI2MGUtNjk4ZS00OWJjLWJiZTEtYWYxNTY5MzVhYzI0XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1423","https://www.imdb.com/search/title/?title_type=tv_series","1373. Jessie","2011–2015","TV-G","6.1 (18K)","A Texan teen moves to New York City to follow her dreams and ends up as a nanny for a high-profile couple's four children.","https://m.media-amazon.com/images/M/MV5BMTY0MTYyNTk5M15BMl5BanBnXkFtZTgwMjE0ODYzMjE@._V1_QL75_UX140_CR0,3,140,207_.jpg"
"1708596369-1424","https://www.imdb.com/search/title/?title_type=tv_series","1374. Being Human","2008–2013","TV-14","7.8 (26K)","A werewolf, a vampire, and a ghost try to live together and get along.","https://m.media-amazon.com/images/M/MV5BMTc0NjEzMTAyM15BMl5BanBnXkFtZTcwMTQ3NTM0Mw@@._V1_QL75_UY207_CR6,0,140,207_.jpg"
"1708596369-1425","https://www.imdb.com/search/title/?title_type=tv_series","1375. Insatiable","2018–2019","TV-MA","6.5 (32K)","A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world.","https://m.media-amazon.com/images/M/MV5BODUzODY1NzEtYjNiNy00NzEwLThhYzEtZGUxZjQ4MDRiNjY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1426","https://www.imdb.com/search/title/?title_type=tv_series","1376. The Golden Hour","2022–","","7.3 (3.9K)","A Dutch detective of Afghan descent, Mardik gets the information stating that his childhood friend Faysal is in the Netherlands. When a terrorist attack occurs the next day, Mardik suspects Faysal and starts to investigate on own behalf.","https://m.media-amazon.com/images/M/MV5BMWM0ZjBjYWQtZWMyMy00OWQ2LWI2ZDYtMjEwMDA0NjU0MzExXkEyXkFqcGdeQXVyMTA2MjM3OTM0._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-1427","https://www.imdb.com/search/title/?title_type=tv_series","1377. Ash vs Evil Dead","2015–2018","TV-MA","8.4 (80K)","Ash has spent the last thirty years avoiding responsibility, maturity, and the terrors of the Evil Dead until a Deadite plague threatens to destroy all of mankind and Ash becomes mankind's only hope.","https://m.media-amazon.com/images/M/MV5BMTYyMjQyNTE5MF5BMl5BanBnXkFtZTgwMjEyMjE2NDM@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1428","https://www.imdb.com/search/title/?title_type=tv_series","1378. The Society","2019","TV-MA","7.1 (36K)","When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.","https://m.media-amazon.com/images/M/MV5BYTYwMWRjNmYtMzAyNy00OTJkLWI1ZjktNTQ1OTM1ODYxNDY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1429","https://www.imdb.com/search/title/?title_type=tv_series","1379. Scott & Bailey","2011–2016","TV-14","8.0 (11K)","Detectives Janet Scott & Rachel Bailey investigate murders with Manchester Police's Major Incident Team.","https://m.media-amazon.com/images/M/MV5BMGI5ZDg3MGYtZjVkNi00Y2FkLThkYzYtNTZkMDA0YjMxOTcyXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1430","https://www.imdb.com/search/title/?title_type=tv_series","1380. The Trust: A Game of Greed","2024–","TV-MA","6.3 (1K)","In this reality series, strangers compete to share a quarter of a million dollars. Will they split it evenly--or cut each other out to raise their take?","https://m.media-amazon.com/images/M/MV5BOWU0OTEwNGMtMTViMi00ZDJkLTk2MWMtZDQyZWQ0MDQxMzFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1431","https://www.imdb.com/search/title/?title_type=tv_series","1381. Berlin Station","2016–2019","TV-MA","7.6 (10K)","Follows a CIA team in Berlin and their clandestine activities.","https://m.media-amazon.com/images/M/MV5BZmNmN2ZhOGYtZGJjMy00NjliLWI0ZmEtNzhmYWFiODdhNTc5XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1432","https://www.imdb.com/search/title/?title_type=tv_series","1382. High on Sex","2022–","TV-MA","6.3 (559)","Hilariously sexy coming of age series which follows group of high school students and their sexual life through their high school years.","https://m.media-amazon.com/images/M/MV5BMTFlZWNkYmUtMTNjOS00NTk0LWJiNzgtOTBlMzNhYWFkYjkwXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1433","https://www.imdb.com/search/title/?title_type=tv_series","1383. Barnaby Jones","1973–1980","","6.9 (3.1K)","Private eye Barnaby Jones works with his widowed daughter-in-law to solve cases.","https://m.media-amazon.com/images/M/MV5BMjE0MTMyNDU5MV5BMl5BanBnXkFtZTcwNDE5NDcxMw@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-1434","https://www.imdb.com/search/title/?title_type=tv_series","1384. Living Single","1993–1998","TV-PG","7.7 (6.5K)","Follows the lives of several single male and female roommates and friends in 1990s Brooklyn, New York.","https://m.media-amazon.com/images/M/MV5BNzA3ZjQzYjktMmQ5YS00YmZlLTk1YTAtYjIwMjNiMTYwMGUwXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"1708596369-1435","https://www.imdb.com/search/title/?title_type=tv_series","1385. Life","2007–2009","TV-14","8.3 (35K)","Detective Charlie Crews was framed, convicted and cleared for a crime he didn't commit. Twelve years of hard time have given him a unique philosophy on life and criminal investigation. Now he's readjusting to a world that's moved on.","https://m.media-amazon.com/images/M/MV5BMjIyNzE5MzItNzU4ZS00MGY4LWFhZTItNjViMDI3YTNkY2Y0XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1436","https://www.imdb.com/search/title/?title_type=tv_series","1386. Undead Unluck","2023–","TV-MA","7.5 (1.1K)","An unlucky girl meets an undead guy. The two work together well with their super abilities, but discover a conspiracy involving superhumans.","https://m.media-amazon.com/images/M/MV5BNDkxZGNhZTktMDgyOC00OTlkLTlhYTgtNmE3NDlmYTk5NjQxXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1437","https://www.imdb.com/search/title/?title_type=tv_series","1387. Sonic Prime","2022–2024","TV-Y7","7.3 (2.6K)","Sonic in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands.","https://m.media-amazon.com/images/M/MV5BYzUwZjdjMjQtMjg0OC00MTVjLThkY2MtYzhiY2Q1ZDI5NzBlXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_QL75_UY207_CR4,0,140,207_.jpg"
